"01",12150    ,9          
"01",12506    ,7          
"01",12517    ,6          
"01",12531    ,10         
"01",12533    ,16         
"01",12603    ,11         
"02",12612    ,5          
"01",12621    ,49         
"01",12623    ,15         
"02",12623    ,10         
"03",12623    ,5          
"08",12623    ,8          
"01",12630    ,384        
"01",12632    ,6          
"01",12633    ,12         
"01",12635    ,13         
"01",12637    ,5          
"08",12637    ,5          
"01",12653    ,21         
"07",12653    ,6          
"08",12653    ,5          
"01",12659    ,7          
"07",12659    ,7          
"08",12659    ,5          
"01",12660    ,9          
"01",12661    ,13         
"02",12661    ,10         
"06",12661    ,6          
"01",12671    ,8          
"03",12671    ,6          
"05",12671    ,5          
"07",12671    ,6          
"01",12674    ,11         
"06",12674    ,5          
"07",12674    ,7          
"01",12677    ,7          
"01",12678    ,13         
"08",12678    ,5          
"01",12679    ,31         
"02",12679    ,5          
"03",12679    ,7          
"05",12679    ,10         
"06",12679    ,18         
"07",12679    ,5          
"08",12679    ,10         
"01",12688    ,63         
"02",12688    ,24         
"03",12688    ,33         
"05",12688    ,18         
"06",12688    ,9          
"07",12688    ,6          
"08",12688    ,8          
"01",12689    ,67         
"02",12689    ,24         
"06",12689    ,22         
"07",12689    ,9          
"08",12689    ,14         
"01",12690    ,10         
"05",12698    ,5          
"03",12705    ,5          
"06",12705    ,8          
"08",12705    ,6          
"01",12706    ,32         
"02",12706    ,5          
"03",12706    ,20         
"05",12706    ,17         
"06",12706    ,6          
"07",12706    ,24         
"08",12706    ,20         
"01",12707    ,359        
"02",12707    ,93         
"03",12707    ,47         
"05",12707    ,38         
"06",12707    ,98         
"07",12707    ,97         
"08",12707    ,76         
"01",12708    ,18         
"05",12708    ,34         
"08",12708    ,6          
"01",12711    ,74         
"06",12711    ,11         
"07",12711    ,10         
"01",12716    ,5          
"01",12720    ,120        
"02",12720    ,8          
"03",12720    ,18         
"05",12720    ,29         
"06",12720    ,39         
"07",12720    ,21         
"08",12720    ,29         
"01",12800    ,6          
"01",12801    ,16         
"05",12801    ,46         
"08",12801    ,8          
"10",12801    ,8          
"07",12805    ,5          
"01",12817    ,13         
"01",12819    ,12         
"01",12827    ,15         
"01",12831    ,75         
"02",12831    ,21         
"05",12831    ,18         
"07",12831    ,14         
"08",12831    ,14         
"01",12833    ,21         
"02",12833    ,8          
"03",12833    ,5          
"05",12833    ,11         
"07",12833    ,6          
"01",12835    ,7          
"01",12836    ,20         
"02",12836    ,9          
"05",12836    ,6          
"08",12836    ,8          
"02",12838    ,6          
"01",12840    ,25         
"02",12840    ,7          
"05",12840    ,9          
"08",12840    ,6          
"01",12841    ,9          
"01",12845    ,31         
"02",12845    ,8          
"07",12845    ,5          
"08",12845    ,7          
"01",12846    ,27         
"05",12846    ,7          
"08",12846    ,6          
"01",12847    ,18         
"08",12847    ,6          
"05",12848    ,5          
"01",12849    ,75         
"02",12849    ,13         
"05",12849    ,15         
"07",12849    ,7          
"01",12856    ,29         
"02",12856    ,7          
"03",12856    ,5          
"05",12856    ,10         
"01",12860    ,6          
"01",12871    ,31         
"05",12871    ,5          
"01",12872    ,38         
"05",12872    ,5          
"03",12876    ,14         
"05",12876    ,11         
"01",12879    ,48         
"02",12879    ,13         
"03",12879    ,5          
"05",12879    ,12         
"07",12879    ,8          
"08",12879    ,14         
"01",12883    ,69         
"02",12883    ,8          
"03",12883    ,7          
"05",12883    ,13         
"07",12883    ,6          
"08",12883    ,6          
"01",12890    ,6          
"01",12902    ,9          
"01",12938    ,57         
"05",12938    ,8          
"01",12939    ,9          
"01",12943    ,94         
"02",12943    ,13         
"05",12943    ,15         
"07",12943    ,14         
"08",12943    ,7          
"01",12949    ,20         
"02",12949    ,6          
"05",12949    ,10         
"01",12955    ,11         
"01",12959    ,60         
"02",12959    ,8          
"05",12959    ,11         
"07",12959    ,8          
"08",12959    ,10         
"01",12960    ,11         
"01",12967    ,23         
"01",12972    ,15         
"01",12977    ,94         
"02",12977    ,12         
"05",12977    ,12         
"07",12977    ,11         
"08",12977    ,12         
"01",14108    ,8          
"01",14109    ,16         
"05",14109    ,5          
"01",14110    ,11         
"02",14110    ,5          
"05",14110    ,6          
"01",14111    ,6          
"01",14201    ,6          
"01",14204    ,11         
"01",14209    ,9          
"01",14210    ,12         
"01",14211    ,89         
"02",14211    ,8          
"05",14211    ,7          
"08",14211    ,15         
"01",14212    ,25         
"05",14212    ,7          
"07",14212    ,8          
"01",14213    ,52         
"05",14213    ,9          
"01",14218    ,8          
"01",14233    ,6          
"01",14234    ,11         
"05",14235    ,5          
"01",14236    ,6          
"01",14301    ,8          
"01",14310    ,7          
"01",14318    ,6          
"01",14398    ,7          
"01",14462    ,8          
"01",14463    ,8          
"01",14464    ,13         
"01",14465    ,8          
"01",14486    ,22         
"06",14486    ,5          
"01",14501    ,21         
"02",14501    ,8          
"05",14501    ,12         
"08",14501    ,10         
"01",14502    ,67         
"05",14502    ,6          
"06",14502    ,36         
"07",14502    ,5          
"08",14502    ,19         
"01",14503    ,17         
"08",14503    ,8          
"01",14504    ,33         
"05",14504    ,10         
"08",14504    ,6          
"01",14508    ,21         
"01",14509    ,106        
"05",14509    ,39         
"07",14509    ,27         
"08",14509    ,93         
"01",14515    ,14         
"05",14515    ,13         
"07",14515    ,5          
"01",14522    ,75         
"05",14522    ,10         
"07",14522    ,7          
"08",14522    ,8          
"01",14523    ,80         
"05",14523    ,24         
"07",14523    ,7          
"08",14523    ,5          
"01",14525    ,38         
"02",14525    ,13         
"05",14525    ,30         
"07",14525    ,25         
"08",14525    ,25         
"01",14528    ,6          
"02",14528    ,5          
"07",14528    ,7          
"08",14528    ,7          
"01",14535    ,8          
"08",14535    ,6          
"01",14541    ,12         
"02",14541    ,7          
"01",14543    ,13         
"05",14543    ,5          
"07",14543    ,9          
"08",14543    ,8          
"01",14545    ,10         
"01",14557    ,5          
"02",14557    ,16         
"05",14557    ,7          
"08",14557    ,5          
"01",14558    ,26         
"02",14558    ,5          
"05",14558    ,6          
"07",14558    ,5          
"08",14558    ,10         
"01",14559    ,32         
"01",14560    ,195        
"02",14560    ,8          
"05",14560    ,10         
"07",14560    ,9          
"08",14560    ,11         
"01",14561    ,23         
"01",14564    ,12         
"01",14566    ,19         
"02",14566    ,9          
"01",14567    ,22         
"02",14567    ,17         
"05",14567    ,8          
"07",14567    ,5          
"08",14567    ,5          
"01",15111    ,7          
"01",15218    ,25         
"01",15224    ,9          
"01",15225    ,6          
"01",15227    ,14         
"01",15278    ,13         
"01",15284    ,23         
"01",15285    ,18         
"01",15361    ,5          
"01",15503    ,12         
"01",16145    ,5          
"01",16190    ,5          
"01",16225    ,6          
"01",16603    ,5          
"01",16610    ,9          
"01",16842    ,28         
"01",16844    ,5          
"01",16846    ,8          
"01",16851    ,10         
"03",17114    ,18         
"08",17114    ,12         
"08",17129    ,7          
"03",17130    ,10         
"08",17130    ,37         
"01",17131    ,7          
"08",17131    ,5          
"01",17132    ,8          
"01",17134    ,8          
"01",17140    ,60         
"08",17140    ,5          
"01",17141    ,7          
"05",17141    ,5          
"01",17142    ,5          
"01",17145    ,53         
"01",17146    ,5          
"01",17147    ,11         
"01",17151    ,13         
"02",17151    ,5          
"05",17151    ,5          
"01",17168    ,20         
"06",17168    ,6          
"08",17168    ,6          
"01",17172    ,5          
"08",17172    ,7          
"01",17216    ,5          
"01",17220    ,21         
"06",17220    ,5          
"01",17230    ,12         
"01",17236    ,5          
"01",17239    ,5          
"01",17242    ,6          
"01",17243    ,20         
"01",17265    ,11         
"01",17283    ,6          
"01",17319    ,6          
"06",17319    ,10         
"01",17412    ,42         
"02",17412    ,8          
"05",17412    ,8          
"07",17412    ,8          
"01",17413    ,66         
"02",17413    ,6          
"05",17413    ,7          
"08",17413    ,5          
"05",17455    ,12         
"08",17455    ,9          
"01",17456    ,12         
"06",17456    ,9          
"08",17456    ,6          
"08",17457    ,12         
"01",17458    ,16         
"08",17458    ,9          
"01",17480    ,1264       
"02",17480    ,21         
"05",17480    ,49         
"07",17480    ,35         
"08",17480    ,10         
"01",17481    ,368        
"05",17481    ,31         
"07",17481    ,15         
"08",17481    ,9          
"01",17482    ,47         
"05",17482    ,9          
"06",17482    ,7          
"07",17482    ,5          
"08",17482    ,6          
"01",17483    ,174        
"02",17483    ,19         
"05",17483    ,22         
"06",17483    ,11         
"07",17483    ,19         
"08",17483    ,12         
"01",17607    ,27         
"05",17607    ,5          
"06",17607    ,5          
"01",17630    ,7          
"01",17634    ,13         
"01",17635    ,6          
"03",17635    ,6          
"01",17636    ,7          
"08",17636    ,20         
"03",17639    ,8          
"08",17639    ,8          
"01",17640    ,6          
"03",17640    ,10         
"05",17640    ,7          
"08",17640    ,10         
