"01",30081    ,27         
"02",30081    ,1          
"01",30082    ,12         
"01",30234    ,2          
"02",30234    ,1          
"01",30258    ,1          
"01",30261    ,3          
"01",30357    ,2          
"02",30357    ,1          
"01",30359    ,1          
"02",30359    ,2          
"01",30360    ,1          
"01",30362    ,4          
"01",30364    ,2          
"01",30365    ,6          
"02",30365    ,7          
"01",30368    ,4          
"02",30368    ,2          
"01",30369    ,2          
"01",30370    ,4          
"02",30370    ,4          
"01",30371    ,1          
"02",30371    ,1          
"01",30374    ,12         
"02",30374    ,1          
"01",30405    ,3          
"01",30407    ,2          
"02",30407    ,1          
"01",30408    ,1          
"01",30419    ,31         
"02",30419    ,1          
"01",30420    ,7          
"01",30421    ,10         
"02",30421    ,1          
"01",30422    ,12         
"01",30429    ,1          
"01",30465    ,6          
"07",30465    ,1          
"08",30465    ,1          
"01",30466    ,8          
"01",30467    ,14         
"02",30467    ,2          
"01",30468    ,5          
"01",30469    ,3          
"01",30470    ,16         
"05",30470    ,1          
"01",30471    ,5          
"01",30472    ,1          
"02",30472    ,1          
"01",30473    ,1          
"01",30476    ,4          
"02",30476    ,2          
"01",30487    ,10         
"02",30487    ,2          
"01",30498    ,1          
"02",30498    ,1          
"01",30519    ,7          
"02",30519    ,1          
"02",30529    ,1          
"01",30534    ,3          
"02",30534    ,1          
"01",30535    ,4          
"03",30546    ,6          
"01",30577    ,4          
"01",30578    ,1          
"02",30578    ,1          
"01",30579    ,3          
"01",30591    ,1          
"02",30591    ,1          
"01",30623    ,1          
"01",30624    ,6          
"02",30624    ,1          
"08",30624    ,1          
"01",30625    ,3          
"01",30626    ,4          
"02",30626    ,2          
"01",30628    ,4          
"08",30628    ,2          
"01",30629    ,1          
"02",30629    ,1          
"01",30636    ,1          
"01",30717    ,11         
"02",30717    ,1          
"01",30718    ,8          
"02",30718    ,1          
"05",30718    ,1          
"07",30718    ,1          
"08",30718    ,1          
"01",30719    ,1          
"01",30723    ,1          
"01",30729    ,39         
"02",30729    ,1          
"05",30729    ,1          
"07",30729    ,1          
"08",30729    ,1          
"01",30730    ,12         
"02",30730    ,1          
"05",30730    ,1          
"01",30731    ,16         
"02",30731    ,4          
"01",30732    ,2          
"02",30732    ,1          
"01",30733    ,13         
"02",30733    ,1          
"01",30771    ,8          
"02",30771    ,1          
"01",30774    ,1          
"02",30774    ,1          
"01",30775    ,1          
"01",30780    ,2          
"02",30780    ,1          
"01",30787    ,4          
"02",30787    ,2          
"01",30790    ,8          
"02",30790    ,2          
"01",30791    ,1          
"02",30791    ,1          
"01",30792    ,2          
"02",30792    ,1          
"01",30798    ,1          
"01",30802    ,5          
"01",30803    ,4          
"01",30845    ,25         
"02",30845    ,5          
"01",30847    ,44         
"02",30847    ,9          
"01",30848    ,1          
"02",30848    ,4          
"05",30848    ,2          
"07",30848    ,2          
"08",30848    ,2          
"01",30869    ,2          
"01",30870    ,2          
"02",30870    ,1          
"01",30891    ,3          
"01",30960    ,2          
"01",30961    ,5          
"01",30962    ,1          
"02",30962    ,5          
"01",30963    ,1          
"01",30964    ,2          
"02",30964    ,1          
"01",30988    ,2          
"01",30989    ,4          
"01",30991    ,1          
"02",30991    ,1          
"01",30994    ,4          
"02",30994    ,1          
"01",30996    ,9          
"05",30996    ,1          
"07",30996    ,1          
"08",30996    ,1          
"01",30997    ,13         
"02",30997    ,4          
"05",30997    ,1          
"01",30998    ,3          
"02",30998    ,1          
"01",30999    ,20         
"02",30999    ,1          
"05",30999    ,1          
"07",30999    ,1          
"08",30999    ,1          
"01",31000    ,1          
"01",31001    ,7          
"02",31005    ,2          
"01",31019    ,41         
"02",31019    ,1          
"01",31020    ,11         
"01",31027    ,4          
"02",31027    ,3          
"01",31028    ,12         
"01",31031    ,12         
"02",31031    ,1          
"01",31032    ,8          
"01",31033    ,10         
"02",31033    ,1          
"01",31060    ,1          
"01",31098    ,2          
"02",31098    ,1          
"01",31116    ,3          
"01",31118    ,3          
"01",31119    ,6          
"01",31120    ,4          
"01",31129    ,1          
"01",31130    ,2          
"01",31178    ,1          
"01",31179    ,1          
"01",31217    ,1          
"01",31234    ,9          
"02",31234    ,1          
"01",31247    ,1          
"02",31257    ,4          
"02",31258    ,1          
"02",31259    ,1          
"01",31261    ,5          
"02",31261    ,4          
"01",31262    ,2          
"02",31262    ,1          
"01",31263    ,8          
"02",31263    ,1          
"01",31264    ,2          
"02",31264    ,1          
