"01",5416     ,1          
"01",5421     ,1          
"01",5429     ,1          
"01",5432     ,1          
"01",5433     ,1          
"01",5434     ,1          
"01",5435     ,1          
"01",5436     ,1          
"01",5440     ,1          
"01",5441     ,1          
"01",5442     ,1          
"01",5501     ,1          
"01",5502     ,5          
"01",5504     ,6          
"01",5506     ,4          
"01",5507     ,3          
"01",5508     ,6          
"01",5510     ,1          
"01",5512     ,2          
"01",5518     ,3          
"01",5520     ,9          
"01",5523     ,1          
"01",5534     ,1          
"01",5539     ,2          
"01",5542     ,1          
"01",5543     ,3          
"01",5545     ,2          
"01",5547     ,1          
"01",5555     ,1          
"01",5556     ,1          
"01",5562     ,2          
"01",5575     ,1          
"01",5578     ,1          
"01",5586     ,1          
"01",5589     ,1          
"01",5591     ,3          
"01",5592     ,1          
"01",5596     ,2          
"01",5597     ,1          
"01",5598     ,6          
"01",5604     ,25         
"01",5608     ,39         
"01",5611     ,13         
"01",5613     ,1          
"01",5616     ,1          
"01",5617     ,3          
"01",5630     ,2          
"01",5632     ,1          
"01",5633     ,1          
"01",5635     ,1          
"01",5685     ,3          
"01",5689     ,1          
"01",5695     ,10         
"01",5696     ,30         
"01",5900     ,7          
"01",5911     ,2          
"01",7093     ,1          
"01",7162     ,36         
"02",7162     ,7          
"06",7162     ,1          
"01",7210     ,1          
"08",7210     ,1          
"01",7213     ,2          
"01",7216     ,12         
"02",7216     ,2          
"01",7242     ,1          
"01",7244     ,5          
"01",7250     ,8          
"02",7250     ,1          
"01",7258     ,6          
"01",7270     ,2          
"02",7270     ,1          
"08",7273     ,1          
"01",7275     ,1          
"01",7277     ,4          
"01",7278     ,4          
"02",7278     ,2          
"08",7278     ,3          
"01",7282     ,1          
"01",7296     ,36         
"02",7296     ,6          
"01",7297     ,7          
"01",7298     ,2          
"01",7299     ,5          
"01",7336     ,11         
"01",7339     ,10         
"01",7600     ,2          
"02",7600     ,1          
"01",7602     ,1          
"01",7616     ,1          
"01",7622     ,1          
"02",7622     ,1          
"02",7624     ,1          
"01",7625     ,2          
"02",7625     ,1          
"01",7629     ,4          
"01",7630     ,5          
"02",7630     ,1          
"01",7724     ,1          
"01",8001     ,4          
"01",8019     ,1          
"01",8022     ,1          
"01",8060     ,2          
"01",8061     ,3          
"01",8062     ,1          
"01",8063     ,2          
"01",8064     ,2          
"01",8065     ,1          
"01",8100     ,4          
"01",8101     ,3          
"02",8101     ,1          
"01",8105     ,4          
"01",8106     ,1          
"01",8107     ,1          
"01",8109     ,2          
"02",8109     ,1          
"01",8110     ,1          
"02",8110     ,1          
"01",8119     ,1          
"01",8122     ,1          
"01",8128     ,4          
"01",8131     ,5          
"01",8133     ,4          
"02",8133     ,1          
"01",8140     ,13         
"02",8140     ,1          
"01",8141     ,10         
"02",8141     ,1          
"01",8142     ,7          
"02",8142     ,1          
"01",8143     ,5          
"01",8144     ,1          
"01",8181     ,2          
"01",8183     ,1          
"01",8188     ,6          
"01",8189     ,2          
"01",8191     ,1          
"01",8192     ,4          
"01",8193     ,2          
"01",8194     ,2          
"01",8195     ,2          
"01",27032    ,1          
"01",27033    ,3          
"02",27033    ,1          
"01",27034    ,3          
"01",27035    ,1          
"01",27036    ,2          
"01",27037    ,2          
"01",27038    ,1          
"01",27039    ,1          
"01",29272    ,1          
"01",30366    ,3          
"02",30366    ,1          
"01",30367    ,10         
"02",30367    ,10         
"01",30372    ,1          
"01",30373    ,6          
"01",30588    ,1          
"02",30588    ,1          
"01",30765    ,1          
"01",30769    ,3          
"02",30769    ,1          
"01",30770    ,1          
"01",30772    ,1          
"02",30772    ,2          
"01",30773    ,8          
"02",30773    ,8          
"01",30778    ,1          
"02",30778    ,1          
"01",30784    ,3          
"02",30784    ,1          
"01",30785    ,1          
"01",30786    ,4          
"01",30789    ,1          
"01",30794    ,13         
"01",30796    ,1          
"02",30796    ,1          
"02",30878    ,1          
"02",30889    ,1          
"02",30892    ,1          
"01",30944    ,7          
"02",30944    ,1          
"01",30945    ,1          
"02",30945    ,1          
"01",30946    ,3          
"02",30948    ,1          
"01",30951    ,1          
"01",30954    ,1          
"02",30954    ,1          
"01",30955    ,1          
"02",30955    ,1          
"01",30956    ,2          
"02",30956    ,1          
"01",30959    ,5          
"01",30965    ,17         
"01",30966    ,12         
"02",30966    ,1          
"01",30967    ,2          
"02",30967    ,1          
"01",30968    ,9          
"02",30968    ,4          
"01",30972    ,1          
"01",30973    ,4          
"02",30973    ,1          
"01",30974    ,14         
"02",30974    ,4          
"02",30978    ,4          
"01",30979    ,12         
"01",30980    ,1          
"02",30980    ,1          
"01",30982    ,2          
"01",30983    ,3          
"01",30984    ,2          
"02",30984    ,1          
"01",30986    ,1          
"02",30986    ,1          
"01",30987    ,1          
"01",30993    ,2          
"01",31071    ,5          
"01",31104    ,1          
"01",31105    ,1          
"01",31109    ,1          
"01",31110    ,4          
"01",31111    ,1          
"01",31112    ,4          
"01",31223    ,3          
"01",31225    ,1          
"02",31225    ,6          
"01",31243    ,1          
"02",31303    ,1          
"01",31380    ,1          
"02",31383    ,1          
"01",31392    ,2          
"01",31584    ,1          
"01",31614    ,4          
"02",31614    ,1          
"01",31615    ,1          
"02",31615    ,1          
"01",31616    ,6          
"02",31616    ,1          
"02",31622    ,1          
"01",31623    ,1          
"02",31623    ,1          
"01",31636    ,1          
"02",31636    ,1          
"01",31643    ,4          
"02",31643    ,1          
"01",31650    ,5          
"01",31690    ,1          
"01",31697    ,1          
"01",32002    ,40         
"02",32002    ,1          
"01",32008    ,15         
