"01",1        ,705        
"02",1        ,55         
"03",1        ,251        
"05",1        ,222        
"06",1        ,284        
"07",1        ,300        
"08",1        ,213        
"09",1        ,295        
"01",4        ,1          
"02",5        ,9843       
"05",5        ,497        
"06",5        ,500        
"09",5        ,500        
"01",30675    ,2          
"01",30676    ,3          
"01",30677    ,1          
"02",30677    ,1          
"01",30678    ,2          
"02",30678    ,1          
"01",30685    ,5          
"02",30685    ,1          
"07",30700    ,1          
"08",30700    ,1          
"01",30776    ,3          
"02",30776    ,1          
"01",30781    ,3          
"01",30804    ,3          
"01",30832    ,1          
"01",30833    ,1          
"05",30902    ,1          
"08",30902    ,1          
"01",30903    ,1          
"01",30942    ,23         
"01",30990    ,2          
"01",31124    ,2          
"02",31124    ,1          
"01",31136    ,3          
"02",31136    ,1          
"01",31152    ,30         
"02",31152    ,3          
"05",31152    ,4          
"07",31152    ,3          
"08",31152    ,4          
"01",31158    ,2          
"01",31645    ,3          
"01",31646    ,1          
"02",31646    ,2          
"05",31646    ,1          
"07",31646    ,1          
"01",32086    ,24         
"02",32086    ,2          
"01",32087    ,40         
"01",32094    ,24         
"02",32094    ,2          
"05",32094    ,3          
"07",32094    ,1          
"08",32094    ,2          
"07",32105    ,1          
"08",32105    ,1          
"01",32108    ,14         
"02",32108    ,6          
"01",32112    ,18         
"02",32112    ,1          
"05",32112    ,2          
"07",32112    ,2          
"08",32112    ,3          
"01",32113    ,13         
"05",32113    ,3          
"07",32113    ,2          
"08",32113    ,1          
"01",32114    ,6          
"02",32114    ,1          
"01",32120    ,1          
"01",32134    ,43         
"02",32134    ,7          
"05",32134    ,3          
"07",32134    ,1          
"08",32134    ,1          
"01",32142    ,9          
"05",32142    ,2          
"01",32155    ,25         
"02",32155    ,3          
"05",32155    ,3          
"07",32155    ,2          
"08",32155    ,4          
"01",32156    ,47         
"02",32156    ,2          
"05",32156    ,4          
"07",32156    ,1          
"08",32156    ,2          
"01",32157    ,67         
"02",32157    ,7          
"05",32157    ,3          
"08",32157    ,3          
"01",32158    ,75         
"02",32158    ,9          
"05",32158    ,5          
"07",32158    ,4          
"08",32158    ,5          
"07",32182    ,2          
"08",32182    ,1          
"01",32204    ,13         
"02",32204    ,4          
"05",32204    ,4          
"07",32204    ,1          
"08",32204    ,5          
